"","master_key","cntyvtd","county"
"5383","n4910201","4910201","Williamson"
"5384","n1574040","1574040","Fort Bend"
"5385","n1810304","1810304","Grayson"
"5386","n2010333","2010333","Harris"
"5387","n2010873","2010873","Harris"
"5388","n3950019","3950019","Robertson"
"5389","n4392168","4392168","Tarrant"
"5390","n50010A","50010A","Angelina"
"5391","n294221","294221","Bexar"
"5392","n292121","292121","Bexar"
"5393","n291118","291118","Bexar"
"5394","n670006","670006","Cass"
"5395","n1410138","1410138","El Paso"
"5396","n4550020","4550020","Trinity"
"5397","n4730315","4730315","Waller"
"5398","n2150057","2150057","Hidalgo"
"5399","n391002A","391002A","Refugio"
"5400","n4391617","4391617","Tarrant"
"5401","n4392537","4392537","Tarrant"
"5402","n4394452","4394452","Tarrant"
"5403","n4510327","4510327","Tom Green"
"5404","n1571014","1571014","Fort Bend"
"5405","n1710010","1710010","Gillespie"
"5406","n1870231","1870231","Guadalupe"
"5407","n2010230","2010230","Harris"
"5408","n2010396","2010396","Harris"
"5409","n2010893","2010893","Harris"
"5410","n294078","294078","Bexar"
"5411","n2010468","2010468","Harris"
"5412","n2011131","2011131","Harris"
"5413","n2250015","2250015","Houston"
"5414","n270204","270204","Bell"
"5415","n11341A1","11341A1","Dallas"
"5416","n1213118","1213118","Denton"
"5417","n1391037","1391037","Ellis"
"5418","n1430018","1430018","Erath"
"5419","n1574167","1574167","Fort Bend"
"5420","n4391075","4391075","Tarrant"
"5421","n4392267","4392267","Tarrant"
"5422","n4393558","4393558","Tarrant"
"5423","n4410206","4410206","Taylor"
"5424","n4530314","4530314","Travis"
"5425","n1830011","1830011","Gregg"
"5426","n2010319","2010319","Harris"
"5427","n2010070","2010070","Harris"
"5428","n3550006","3550006","Nueces"
"5429","n3670345","3670345","Parker"
"5430","n4030005","4030005","Sabine"
"5431","n130008","130008","Atascosa"
"5432","n293125","293125","Bexar"
"5433","n410036","410036","Brazos"
"5434","n850096","850096","Collin"
"5435","n850145","850145","Collin"
"5436","n1132084","1132084","Dallas"
"5437","n4910117","4910117","Williamson"
"5438","n2450074","2450074","Jefferson"
"5439","n3030126","3030126","Lubbock"
"5440","n4230004","4230004","Smith"
"5441","n4230041","4230041","Smith"
"5442","n4392659","4392659","Tarrant"
"5443","n4393054","4393054","Tarrant"
"5444","n1410084","1410084","El Paso"
"5445","n1410121","1410121","El Paso"
"5446","n1670387","1670387","Galveston"
"5447","n1674391","1674391","Galveston"
"5448","n2010839","2010839","Harris"
"5449","n2150003","2150003","Hidalgo"
"5450","n291087","291087","Bexar"
"5451","n292173","292173","Bexar"
"5452","n490318","490318","Brown"
"5453","n610007","610007","Cameron"
"5454","n730033","730033","Cherokee"
"5455","n850039","850039","Collin"
"5456","n2270035","2270035","Howard"
"5457","n2390002","2390002","Jackson"
"5458","n3150010","3150010","Marion"
"5459","n3390092","3390092","Montgomery"
"5460","n4530470","4530470","Travis"
"5461","n4790220","4790220","Webb"
"5462","n1134002","1134002","Dallas"
"5463","n1132614","1132614","Dallas"
"5464","n2010696","2010696","Harris"
"5465","n2010448","2010448","Harris"
"5466","n2150109","2150109","Hidalgo"
"5467","n2150195","2150195","Hidalgo"
"5468","n294130","294130","Bexar"
"5469","n294167","294167","Bexar"
"5470","n291149","291149","Bexar"
"5471","n1131040","1131040","Dallas"
"5472","n1131087","1131087","Dallas"
"5473","n1133501","1133501","Dallas"
"5474","n507004A","507004A","Zavala"
"5475","n2810005","2810005","Lampasas"
"5476","n3390034","3390034","Montgomery"
"5477","n4391550","4391550","Tarrant"
"5478","n4391423","4391423","Tarrant"
"5479","n4590014","4590014","Upshur"
"5480","n49901-4","49901-4","Wood"
"5481","n1572017","1572017","Fort Bend"
"5482","n1572120","1572120","Fort Bend"
"5483","n2011051","2011051","Harris"
"5484","n2011088","2011088","Harris"
"5485","n2010511","2010511","Harris"
"5486","n277002D","277002D","Lamar"
"5487","n50018","50018","Angelina"
"5488","n291044","291044","Bexar"
"5489","n292130","292130","Bexar"
"5490","n293186","293186","Bexar"
"5491","n1133021","1133021","Dallas"
"5492","n1134049","1134049","Dallas"
"5493","n475003N","475003N","Ward"
"5494","n4910266","4910266","Williamson"
"5495","n3030023","3030023","Lubbock"
"5496","n323004C","323004C","Maverick"
"5497","n3470014","3470014","Nacogdoches"
"5498","n3610029","3610029","Orange"
"5499","n4510423","4510423","Tom Green"
"5500","n4530414","4530414","Travis"
"5501","n1131751","1131751","Dallas"
"5502","n1211032","1211032","Denton"
"5503","n2010654","2010654","Harris"
"5504","n2010156","2010156","Harris"
"5505","n2010902","2010902","Harris"
"5506","n2010405","2010405","Harris"
"5507","n190410","190410","Bandera"
"5508","n293082","293082","Bexar"
"5509","n293039","293039","Bexar"
"5510","n390071","390071","Brazoria"
"5511","n1132123","1132123","Dallas"
"5512","n1134610","1134610","Dallas"
"5513","n4530232","4530232","Travis"
"5514","n4530224","4530224","Travis"
"5515","n4850302","4850302","Wichita"
"5516","n4850308","4850308","Wichita"
"5517","n2010262","2010262","Harris"
"5518","n2010796","2010796","Harris"
"5519","n3090005","3090005","Mclennan"
"5520","n3090011","3090011","Mclennan"
"5521","n3550063","3550063","Nueces"
"5522","n3550069","3550069","Nueces"
"5523","n1134616","1134616","Dallas"
"5524","n1134512","1134512","Dallas"
"5525","n1132129","1132129","Dallas"
"5526","n1410035","1410035","El Paso"
"5527","n2010256","2010256","Harris"
"5528","n2010802","2010802","Harris"
"5529","n10002","10002","Anderson"
"5530","n294024","294024","Bexar"
"5531","n370027","370027","Bowie"
"5532","n910301A","910301A","Comal"
"5533","n1131708","1131708","Dallas"
"5534","n1212075","1212075","Denton"
"5535","n2970005","2970005","Live Oak"
"5536","n3650013","3650013","Panola"
"5537","n397003E","397003E","Rockwall"
"5538","n4393735","4393735","Tarrant"
"5539","n4490007","4490007","Titus"
"5540","n4910370","4910370","Williamson"
"5541","n1350408","1350408","Ector"
"5542","n1870126","1870126","Guadalupe"
"5543","n2010945","2010945","Harris"
"5544","n2010113","2010113","Harris"
"5545","n2050201","2050201","Hartley"
"5546","n2570024","2570024","Kaufman"
"5547","n294124","294124","Bexar"
"5548","n291143","291143","Bexar"
"5549","n610064","610064","Cameron"
"5550","n1110008","1110008","Dallam"
"5551","n1133116","1133116","Dallas"
"5552","n1214174","1214174","Denton"
"5553","n4394343","4394343","Tarrant"
"5554","n4391578","4391578","Tarrant"
"5555","n4394573","4394573","Tarrant"
"5556","n4650040","4650040","Val Verde"
"5557","n2830002","2830002","La Salle"
"5558","n3370009","3370009","Montague"
"5559","n3390040","3390040","Montgomery"
"5560","n3750223","3750223","Potter"
"5561","n3810307","3810307","Randall"
"5562","n4391412","4391412","Tarrant"
"5563","n1571160","1571160","Fort Bend"
"5564","n1930014","1930014","Hamilton"
"5565","n2011045","2011045","Harris"
"5566","n2010505","2010505","Harris"
"5567","n2150252","2150252","Hidalgo"
"5568","n2750401","2750401","Knox"
"5569","n50021","50021","Angelina"
"5570","n291129","291129","Bexar"
"5571","n970021","970021","Cooke"
"5572","n1132115","1132115","Dallas"
"5573","n1133806","1133806","Dallas"
"5574","n1211041","1211041","Denton"
"5575","n3350004","3350004","Mitchell"
"5576","n3550094","3550094","Nueces"
"5577","n3950003","3950003","Robertson"
"5578","n4394494","4394494","Tarrant"
"5579","n4391082","4391082","Tarrant"
"5580","n4392601","4392601","Tarrant"
"5581","n1391043","1391043","Ellis"
"5582","n1571133","1571133","Fort Bend"
"5583","n1750031","1750031","Goliad"
"5584","n2010076","2010076","Harris"
"5585","n2550008","2550008","Karnes"
"5586","n3030032","3030032","Lubbock"
"5587","n70003","70003","Aransas"
"5588","n291152","291152","Bexar"
"5589","n293131","293131","Bexar"
"5590","n370010","370010","Bowie"
"5591","n410091A","410091A","Brazos"
"5592","n770032","770032","Clay"
"5593","n4530349","4530349","Travis"
"5594","n4790125","4790125","Webb"
"5595","n4910256","4910256","Williamson"
"5596","n3390008","3390008","Montgomery"
"5597","n3550117","3550117","Nueces"
"5598","n397002B","397002B","Rockwall"
"5599","n4391132","4391132","Tarrant"
"5600","n4392681","4392681","Tarrant"
"5601","n4394591","4394591","Tarrant"
"5602","n930015","930015","Comanche"
"5603","n1132092","1132092","Dallas"
"5604","n1133606","1133606","Dallas"
"5605","n1211018","1211018","Denton"
"5606","n1391020","1391020","Ellis"
"5607","n1530003","1530003","Floyd"
"5608","n110402","110402","Armstrong"
"5609","n294116","294116","Bexar"
"5610","n292014","292014","Bexar"
"5611","n293152","293152","Bexar"
"5612","n292181A","292181A","Bexar"
"5613","n37002D","37002D","Bowie"
"5614","n2190044","2190044","Hockley"
"5615","n2510010","2510010","Johnson"
"5616","n2970011","2970011","Live Oak"
"5617","n3290303","3290303","Midland"
"5618","n1133311","1133311","Dallas"
"5619","n1190004","1190004","Delta"
"5620","n2010954","2010954","Harris"
"5621","n2010291","2010291","Harris"
"5622","n2010623","2010623","Harris"
"5623","n2090441","2090441","Hays"
"5624","n410068","410068","Brazos"
"5625","n610010","610010","Cameron"
"5626","n730045","730045","Cherokee"
"5627","n850125","850125","Collin"
"5628","n910306","910306","Comal"
"5629","n1132050","1132050","Dallas"
"5630","n150102","150102","Austin"
"5631","n270404","270404","Bell"
"5632","n294093","294093","Bexar"
"5633","n293175","293175","Bexar"
"5634","n292159","292159","Bexar"
"5635","n292037","292037","Bexar"
"5636","n3030007","3030007","Lubbock"
"5637","n329307A","329307A","Midland"
"5638","n3550072","3550072","Nueces"
"5639","n3890005","3890005","Reeves"
"5640","n4391014","4391014","Tarrant"
"5641","n1131153","1131153","Dallas"
"5642","n1133004","1133004","Dallas"
"5643","n1132024","1132024","Dallas"
"5644","n213001A","213001A","Henderson"
"5645","n2230004","2230004","Hopkins"
"5646","n2510032","2510032","Johnson"
"5647","n37022A","37022A","Bowie"
"5648","n410045","410045","Brazos"
"5649","n610033","610033","Cameron"
"5650","n710017","710017","Chambers"
"5651","n850148","850148","Collin"
"5652","n910105","910105","Comal"
"5653","n292136","292136","Bexar"
"5654","n410022","410022","Brazos"
"5655","n610056","610056","Cameron"
"5656","n1134501","1134501","Dallas"
"5657","n1131310","1131310","Dallas"
"5658","n1214208","1214208","Denton"
"5659","n2790005","2790005","Lamb"
"5660","n3470027","3470027","Nacogdoches"
"5661","n419009N","419009N","Shelby"
"5662","n4393580","4393580","Tarrant"
"5663","n4570015","4570015","Tyler"
"5664","n505001A","505001A","Zapata"
"5665","n1410147","1410147","El Paso"
"5666","n1590401","1590401","Franklin"
"5667","n2010831","2010831","Harris"
"5668","n2010908","2010908","Harris"
"5669","n2010245","2010245","Harris"
"5670","n2150161","2150161","Hidalgo"
"5671","n292113","292113","Bexar"
"5672","n1134525","1134525","Dallas"
"5673","n1131410","1131410","Dallas"
"5674","n1410170","1410170","El Paso"
"5675","n1610015","1610015","Freestone"
"5676","n1890202","1890202","Hale"
"5677","n277004B","277004B","Lamar"
"5678","n277002G","277002G","Lamar"
"5679","n3430302","3430302","Morris"
"5680","n4150012","4150012","Scurry"
"5681","n4393510","4393510","Tarrant"
"5682","n2010145","2010145","Harris"
"5683","n2010808","2010808","Harris"
"5684","n2010931","2010931","Harris"
"5685","n2010268","2010268","Harris"
"5686","n2150138","2150138","Hidalgo"
"5687","n2170002","2170002","Hill"
"5688","n291007","291007","Bexar"
"5689","n294110","294110","Bexar"
"5690","n850131","850131","Collin"
"5691","n1132808","1132808","Dallas"
"5692","n1134602","1134602","Dallas"
"5693","n1214163","1214163","Denton"
"5694","n4970015","4970015","Wise"
"5695","n2010785","2010785","Harris"
"5696","n2150115","2150115","Hidalgo"
"5697","n3990007","3990007","Runnels"
"5698","n4393036","4393036","Tarrant"
"5699","n4530374","4530374","Travis"
"5700","n4650012A","4650012A","Val Verde"
"5701","n1410193","1410193","El Paso"
"5702","n1573175","1573175","Fort Bend"
"5703","n1572094","1572094","Fort Bend"
"5704","n1910202","1910202","Hall"
"5705","n2010122","2010122","Harris"
"5706","n2010617","2010617","Harris"
"5707","n1133010","1133010","Dallas"
"5708","n1214186","1214186","Denton"
"5709","n1211064","1211064","Denton"
"5710","n1410214","1410214","El Paso"
"5711","n1572031","1572031","Fort Bend"
"5712","n1574095","1574095","Fort Bend"
"5713","n4393696","4393696","Tarrant"
"5714","n4530396","4530396","Travis"
"5715","n4590020","4590020","Upshur"
"5716","n49903-3","49903-3","Wood"
"5717","n1950009","1950009","Hansford"
"5718","n2010099","2010099","Harris"
"5719","n2010762","2010762","Harris"
"5720","n2010222","2010222","Harris"
"5721","n2010640","2010640","Harris"
"5722","n2110401","2110401","Hemphill"
"5723","n294156","294156","Bexar"
"5724","n293114","293114","Bexar"
"5725","n33002A","33002A","Borden"
"5726","n410108","410108","Brazos"
"5727","n1132109","1132109","Dallas"
"5728","n1131065","1131065","Dallas"
"5729","n4530332","4530332","Travis"
"5730","n4690005","4690005","Victoria"
"5731","n4910301","4910301","Williamson"
"5732","n21303WS","21303WS","Henderson"
"5733","n2150075","2150075","Hidalgo"
"5734","n223004A","223004A","Hopkins"
"5735","n3050012","3050012","Lynn"
"5736","n4394503","4394503","Tarrant"
"5737","n4392306","4392306","Tarrant"
"5738","n1132412","1132412","Dallas"
"5739","n1770002","1770002","Gonzales"
"5740","n1990019","1990019","Hardin"
"5741","n2011077","2011077","Harris"
"5742","n2010331","2010331","Harris"
"5743","n2010082","2010082","Harris"
"5744","n291030","291030","Bexar"
"5745","n293008","293008","Bexar"
"5746","n590001","590001","Callahan"
"5747","n770015","770015","Clay"
"5748","n850108","850108","Collin"
"5749","n1134076","1134076","Dallas"
"5750","n4790134","4790134","Webb"
"5751","n4950202","4950202","Winkler"
"5752","n2010685","2010685","Harris"
"5753","n2570010","2570010","Kaufman"
"5754","n3030051","3030051","Lubbock"
"5755","n3750427","3750427","Potter"
"5756","n4394086","4394086","Tarrant"
"5757","n4530178","4530178","Travis"
"5758","n1213141","1213141","Denton"
"5759","n1391026","1391026","Ellis"
"5760","n1571004","1571004","Fort Bend"
"5761","n2011017","2011017","Harris"
"5762","n2010722","2010722","Harris"
"5763","n2010391","2010391","Harris"
"5764","n293068","293068","Bexar"
"5765","n1132201","1132201","Dallas"
"5766","n1134011","1134011","Dallas"
"5767","n1572085","1572085","Fort Bend"
"5768","n1810206","1810206","Grayson"
"5769","n2150038","2150038","Hidalgo"
"5770","n3590103","3590103","Oldham"
"5771","n4230030","4230030","Smith"
"5772","n4391481","4391481","Tarrant"
"5773","n4392112","4392112","Tarrant"
"5774","n4630011","4630011","Uvalde"
"5775","n2150121","2150121","Hidalgo"
"5776","n2270208","2270208","Howard"
"5777","n3090037","3090037","Mclennan"
"5778","n3210004","3210004","Matagorda"
"5779","n3390101","3390101","Montgomery"
"5780","n3390025","3390025","Montgomery"
"5781","n50005","50005","Angelina"
"5782","n293054","293054","Bexar"
"5783","n291113","291113","Bexar"
"5784","n530010","530010","Burnet"
"5785","n850025","850025","Collin"
"5786","n850062","850062","Collin"
"5787","n4391279","4391279","Tarrant"
"5788","n4393665","4393665","Tarrant"
"5789","n4530390","4530390","Travis"
"5790","n2670009","2670009","Kimble"
"5791","n3030142","3030142","Lubbock"
"5792","n3490204","3490204","Navarro"
"5793","n3630023","3630023","Palo Pinto"
"5794","n3710010","3710010","Pecos"
"5795","n1710012","1710012","Gillespie"
"5796","n250005","250005","Bee"
"5797","n37006B","37006B","Bowie"
"5798","n850137","850137","Collin"
"5799","n930002","930002","Comanche"
"5800","n1134109","1134109","Dallas"
"5801","n1133328","1133328","Dallas"
"5802","n2990410","2990410","Llano"
"5803","n3290402","3290402","Midland"
"5804","n3550061","3550061","Nueces"
"5805","n3870029","3870029","Red River"
"5806","n4392453","4392453","Tarrant"
"5807","n4910208","4910208","Williamson"
"5808","n1410113","1410113","El Paso"
"5809","n1490425","1490425","Fayette"
"5810","n2010963","2010963","Harris"
"5811","n2010043","2010043","Harris"
"5812","n2210211","2210211","Hood"
"5813","n2510021","2510021","Johnson"
"5814","n292122","292122","Bexar"
"5815","n730028","730028","Cherokee"
"5816","n1132039","1132039","Dallas"
"5817","n1131174","1131174","Dallas"
"5818","n1134145","1134145","Dallas"
"5819","n11332A1","11332A1","Dallas"
"5820","n2950303","2950303","Lipscomb"
"5821","n391002B","391002B","Refugio"
"5822","n4392541","4392541","Tarrant"
"5823","n4394454","4394454","Tarrant"
"5824","n4730416","4730416","Waller"
"5825","n1214192","1214192","Denton"
"5826","n1350314","1350314","Ector"
"5827","n1574117","1574117","Fort Bend"
"5828","n2010609","2010609","Harris"
"5829","n2090400","2090400","Hays"
"5830","n2170011","2170011","Hill"
"5831","n50030","50030","Angelina"
"5832","n293117","293117","Bexar"
"5833","n292142","292142","Bexar"
"5834","n293123","293123","Bexar"
"5835","n1133039","1133039","Dallas"
"5836","n1134061","1134061","Dallas"
"5837","n4530107","4530107","Travis"
"5838","n4530115","4530115","Travis"
"5839","n4530343A","4530343A","Travis"
"5840","n4910116A","4910116A","Williamson"
"5841","n2010589","2010589","Harris"
"5842","n2011086","2011086","Harris"
"5843","n3030041","3030041","Lubbock"
"5844","n3090087","3090087","Mclennan"
"5845","n325003E","325003E","Medina"
"5846","n3550103","3550103","Nueces"
"5847","n1132010","1132010","Dallas"
