"master_key","cntyvtd","county"
"n390074","390074","Brazoria"
"n650102","650102","Carson"
"n850222","850222","Collin"
"n3550023","3550023","Nueces"
"n10019","10019","Anderson"
"n294202","294202","Bexar"
"n510305","510305","Burleson"
"n1211010","1211010","Denton"
"n1212093","1212093","Denton"
"n1391012","1391012","Ellis"
"n4392174","4392174","Tarrant"
"n4393469","4393469","Tarrant"
"n4394707","4394707","Tarrant"
"n4510124","4510124","Tom Green"
"n4530381C","4530381C","Travis"
"n4910205","4910205","Williamson"
"n2010877","2010877","Harris"
"n2090101","2090101","Hays"
"n2870404","2870404","Lee"
"n3610007","3610007","Orange"
"n4010113","4010113","Rusk"
"n4394051","4394051","Tarrant"
"n1810308","1810308","Grayson"
"n1870215","1870215","Guadalupe"
"n2010045B","2010045B","Harris"
"n2010377","2010377","Harris"
"n2010128","2010128","Harris"
"n2011123","2011123","Harris"
"n291076","291076","Bexar"
"n1132146","1132146","Dallas"
"n1410013","1410013","El Paso"
"n1410099","1410099","El Paso"
"n1572052","1572052","Fort Bend"
"n1571054","1571054","Fort Bend"
"n4570006","4570006","Tyler"
"n4610006","4610006","Upton"
"n4790356","4790356","Webb"
"n4870019","4870019","Wilbarger"
"n5010202","5010202","Yoakum"
"n2150184","2150184","Hidalgo"
"n3730012","3730012","Polk"
"n4230019","4230019","Smith"
"n4391337","4391337","Tarrant"
"n4393194","4393194","Tarrant"
"n4530136","4530136","Travis"
"n1730001","1730001","Glasscock"
"n2010191","2010191","Harris"
"n2011063","2011063","Harris"
"n2010437","2010437","Harris"
"n2010731","2010731","Harris"
"n2010523","2010523","Harris"
"n270303","270303","Bell"
"n292060","292060","Bexar"
"n293204","293204","Bexar"
"n350006","350006","Bosque"
"n1134068","1134068","Dallas"
"n1131316","1131316","Dallas"
"n4430002B","4430002B","Terrell"
"n4770320","4770320","Washington"
"n3090081","3090081","Mclennan"
"n3390065","3390065","Montgomery"
"n3490103","3490103","Navarro"
"n3630014","3630014","Palo Pinto"
"n4393624","4393624","Tarrant"
"n4410406","4410406","Taylor"
"n1132507","1132507","Dallas"
"n1410159","1410159","El Paso"
"n1850005","1850005","Grimes"
"n2010583","2010583","Harris"
"n2030004","2030004","Harrison"
"n2150084","2150084","Hidalgo"
"n291122A","291122A","Bexar"
"n390046","390046","Brazoria"
"n610085","610085","Cameron"
"n850071","850071","Collin"
"n1131057","1131057","Dallas"
"n1134532","1134532","Dallas"
"n4850103","4850103","Wichita"
"n2771A3B","2771A3B","Lamar"
"n4090107","4090107","San Patricio"
"n4170202","4170202","Shackelford"
"n4394475","4394475","Tarrant"
"n4391459","4391459","Tarrant"
"n4830101","4830101","Wheeler"
"n1410053","1410053","El Paso"
"n1890316","1890316","Hale"
"n2010483","2010483","Harris"
"n2090351","2090351","Hays"
"n2430005","2430005","Jeff Davis"
"n2730011","2730011","Kleberg"
"n291019","291019","Bexar"
"n292105","292105","Bexar"
"n293158","293158","Bexar"
"n530002","530002","Burnet"
"n750301","750301","Childress"
"n850217","850217","Collin"
"n4392158","4392158","Tarrant"
"n4393422","4393422","Tarrant"
"n4710401","4710401","Walker"
"n2510015","2510015","Johnson"
"n3210010","3210010","Matagorda"
"n3390107","3390107","Montgomery"
"n3390110","3390110","Montgomery"
"n3610001","3610001","Orange"
"n4391004","4391004","Tarrant"
"n1134017","1134017","Dallas"
"n1132910","1132910","Dallas"
"n1574037","1574037","Fort Bend"
"n2010629","2010629","Harris"
"n2150127","2150127","Hidalgo"
"n2270405","2270405","Howard"
"n150208","150208","Austin"
"n293060","293060","Bexar"
"n294099","294099","Bexar"
"n410014","410014","Brazos"
"n610039","610039","Cameron"
"n850117","850117","Collin"
"n4391296","4391296","Tarrant"
"n4394232","4394232","Tarrant"
"n4550021","4550021","Trinity"
"n2710002","2710002","Kinney"
"n3030178","3030178","Lubbock"
"n3310210","3310210","Milam"
"n3550041","3550041","Nueces"
"n3730006","3730006","Polk"
"n4170404","4170404","Shackelford"
"n1010401","1010401","Cottle"
"n1133096","1133096","Dallas"
"n1213150","1213150","Denton"
"n2010774","2010774","Harris"
"n213003C","213003C","Henderson"
"n2450046","2450046","Jefferson"
"n50033","50033","Angelina"
"n270306","270306","Bell"
"n293120","293120","Bexar"
"n292145","292145","Bexar"
"n350003","350003","Bosque"
"n410031","410031","Brazos"
"n4530340","4530340","Travis"
"n4770307","4770307","Washington"
"n489007A","489007A","Willacy"
"n2010420","2010420","Harris"
"n2011083","2011083","Harris"
"n2150247","2150247","Hidalgo"
"n4210302","4210302","Sherman"
"n4392645","4392645","Tarrant"
"n4530112","4530112","Travis"
"n850091","850091","Collin"
"n1571165","1571165","Fort Bend"
"n1890102","1890102","Hale"
"n2010917","2010917","Harris"
"n2010586","2010586","Harris"
"n2010088","2010088","Harris"
"n90009","90009","Archer"
"n292003","292003","Bexar"
"n292168","292168","Bexar"
"n370020","370020","Bowie"
"n730025","730025","Cherokee"
"n1134152","1134152","Dallas"
"n4530140","4530140","Travis"
"n4630003","4630003","Uvalde"
"n4790176A","4790176A","Webb"
"n1574150","1574150","Fort Bend"
"n2010563","2010563","Harris"
"n2010065","2010065","Harris"
"n2010728","2010728","Harris"
"n4394632","4394632","Tarrant"
"n4392744","4392744","Tarrant"
"n1132035","1132035","Dallas"
"n1131102","1131102","Dallas"
"n1133210","1133210","Dallas"
"n1133618","1133618","Dallas"
"n1214195","1214195","Denton"
"n1391032","1391032","Ellis"
"n610022","610022","Cameron"
"n1131137","1131137","Dallas"
"n1132079","1132079","Dallas"
"n1132903","1132903","Dallas"
"n1211007","1211007","Denton"
"n1214169","1214169","Denton"
"n3550058","3550058","Nueces"
"n38702-4","38702-4","Red River"
"n4370009","4370009","Swisher"
"n4394312","4394312","Tarrant"
"n4650024","4650024","Val Verde"
"n1391009","1391009","Ellis"
"n1672301","1672301","Galveston"
"n2090450B","2090450B","Hays"
"n2510018","2510018","Johnson"
"n2990204","2990204","Llano"
"n3290405","3290405","Midland"
"n270116","270116","Bell"
"n294056","294056","Bexar"
"n410057","410057","Brazos"
"n850160","850160","Collin"
"n910206","910206","Comal"
"n1133016","1133016","Dallas"
"n4970007","4970007","Wise"
"n2010277","2010277","Harris"
"n2490017","2490017","Jim Wells"
"n3310420","3310420","Milam"
"n3550084","3550084","Nueces"
"n4391062","4391062","Tarrant"
"n4530307","4530307","Travis"
"n1150005","1150005","Dawson"
"n1410136","1410136","El Paso"
"n1470003","1470003","Fannin"
"n1870229","1870229","Guadalupe"
"n1890406","1890406","Hale"
"n2010940","2010940","Harris"
"n294082","294082","Bexar"
"n550402","550402","Caldwell"
"n710006","710006","Chambers"
"n1131082","1131082","Dallas"
"n1391052","1391052","Ellis"
"n1610004B","1610004B","Freestone"
"n3690303","3690303","Parmer"
"n4391098","4391098","Tarrant"
"n4391701","4391701","Tarrant"
"n4394528","4394528","Tarrant"
"n4930102","4930102","Wilson"
"n1770007","1770007","Gonzales"
"n2010251","2010251","Harris"
"n2090319","2090319","Hays"
"n2310430","2310430","Hunt"
"n2470002","2470002","Jim Hogg"
"n3070403","3070403","Mcculloch"
"n50008","50008","Angelina"
"n50013","50013","Angelina"
"n670012","670012","Cass"
"n1131050","1131050","Dallas"
"n1219304","1219304","Denton"
"n1410016","1410016","El Paso"
"n4510401","4510401","Tom Green"
"n2450006","2450006","Jefferson"
"n3030017","3030017","Lubbock"
"n3810420","3810420","Randall"
"n4391623","4391623","Tarrant"
"n4391610","4391610","Tarrant"
"n4392553","4392553","Tarrant"
"n1630006","1630006","Frio"
"n2011109","2011109","Harris"
"n2011103","2011103","Harris"
"n2090423B","2090423B","Hays"
"n223001A","223001A","Hopkins"
"n2370003","2370003","Jack"
"n250010","250010","Bee"
"n292181G","292181G","Bexar"
"n410074","410074","Brazos"
"n910407","910407","Comal"
"n1134112","1134112","Dallas"
"n1133321","1133321","Dallas"
"n3090043","3090043","Mclennan"
"n3670120","3670120","Parker"
"n4391518","4391518","Tarrant"
"n4392464","4392464","Tarrant"
"n4530271","4530271","Travis"
"n4790267","4790267","Webb"
"n1410116","1410116","El Paso"
"n1870212","1870212","Guadalupe"
"n2010543","2010543","Harris"
"n2010960","2010960","Harris"
"n2210107","2210107","Hood"
"n2410008","2410008","Jasper"
"n212015","212015","Bastrop"
"n293097","293097","Bexar"
"n410051","410051","Brazos"
"n610002","610002","Cameron"
"n950408","950408","Concho"
"n1410093","1410093","El Paso"
"n4530242","4530242","Travis"
"n4850407","4850407","Wichita"
"n4910166","4910166","Williamson"
"n3090068","3090068","Mclennan"
"n3290204","3290204","Midland"
"n3550078","3550078","Nueces"
"n3550126","3550126","Nueces"
"n3670320","3670320","Parker"
"n4391165","4391165","Tarrant"
"n1710008","1710008","Gillespie"
"n1870305","1870305","Guadalupe"
"n2010443","2010443","Harris"
"n2010983","2010983","Harris"
"n2450083","2450083","Jefferson"
"n3090020","3090020","Mclennan"
"n610065","610065","Cameron"
"n850097","850097","Collin"
"n990103","990103","Coryell"
"n1132016","1132016","Dallas"
"n1214211","1214211","Denton"
"n1410073","1410073","El Paso"
"n3030038","3030038","Lubbock"
"n3810204","3810204","Randall"
"n41901SW","41901SW","Shelby"
"n4391388","4391388","Tarrant"
"n1571148A","1571148A","Fort Bend"
"n1670353","1670353","Galveston"
"n2150004","2150004","Hidalgo"
"n2150253","2150253","Hidalgo"
"n2450026","2450026","Jefferson"
"n2650405","2650405","Kerr"
"n390009","390009","Brazoria"
"n810001","810001","Coke"
"n1134088","1134088","Dallas"
"n1131171","1131171","Dallas"
"n1133612","1133612","Dallas"
"n1350403","1350403","Ector"
"n3490307","3490307","Navarro"
"n397003AB","397003AB","Rockwall"
"n4394602","4394602","Tarrant"
"n4392002","4392002","Tarrant"
"n1573139","1573139","Fort Bend"
"n2010023","2010023","Harris"
"n2090205","2090205","Hays"
"n2310108","2310108","Hunt"
"n2910009","2910009","Liberty"
"n3390046","3390046","Montgomery"
"n130009","130009","Atascosa"
"n291102","291102","Bexar"
"n293077","293077","Bexar"
"n294119","294119","Bexar"
"n850134","850134","Collin"
"n1110003","1110003","Dallam"
"n4550003","4550003","Trinity"
"n4850208","4850208","Wichita"
"n4970022","4970022","Wise"
"n2450063","2450063","Jefferson"
"n2750101","2750101","Knox"
"n4130001","4130001","Schleicher"
"n4391555","4391555","Tarrant"
"n4391244","4391244","Tarrant"
"n4530163","4530163","Travis"
"n1410036","1410036","El Paso"
"n149301W","149301W","Fayette"
"n2010791","2010791","Harris"
"n2010214","2010214","Harris"
"n2011040","2011040","Harris"
"n2010463","2010463","Harris"
"n291039","291039","Bexar"
"n293139B","293139B","Bexar"
"n410093","410093","Brazos"
"n550101","550101","Caldwell"
"n1132401","1132401","Dallas"
"n1212070","1212070","Denton"
"n3090062","3090062","Mclennan"
"n3650007","3650007","Panola"
"n4393363","4393363","Tarrant"
"n4393720","4393720","Tarrant"
"n4530405","4530405","Travis"
"n4910150","4910150","Williamson"
"n1810104","1810104","Grayson"
"n1870119","1870119","Guadalupe"
"n2010854","2010854","Harris"
"n2010400","2010400","Harris"
"n2150147","2150147","Hidalgo"
"n2150061","2150061","Hidalgo"
"n293040","293040","Bexar"
"n291138","291138","Bexar"
"n291144","291144","Bexar"
"n293034","293034","Bexar"
"n1134513","1134513","Dallas"
"n1134507","1134507","Dallas"
"n4530225","4530225","Travis"
"n4590009","4590009","Upshur"
"n4590003","4590003","Upshur"
"n4790457","4790457","Webb"
"n2010500","2010500","Harris"
"n3090006","3090006","Mclennan"
"n3370010","3370010","Montague"
"n3370004","3370004","Montague"
"n3550021","3550021","Nueces"
"n4394551","4394551","Tarrant"
"n1133111","1133111","Dallas"
"n1133117","1133117","Dallas"
"n2010257","2010257","Harris"
"n2010748","2010748","Harris"
"n2010754","2010754","Harris"
"n2010506","2010506","Harris"
"n294225","294225","Bexar"
"n292125","292125","Bexar"
"n292082","292082","Bexar"
"n1134043","1134043","Dallas"
"n1133982","1133982","Dallas"
"n1131703","1131703","Dallas"
"n3390087","3390087","Montgomery"
"n3450004","3450004","Motley"
"n3910004","3910004","Refugio"
"n4490002","4490002","Titus"
"n291111","291111","Bexar"
"n2010909","2010909","Harris"
"n1132090","1132090","Dallas"
"n4130004","4130004","Schleicher"
"n3550112","3550112","Nueces"
"n294188","294188","Bexar"
"n2010612","2010612","Harris"
"n1132045","1132045","Dallas"
"n1170002","1170002","Deaf Smith"
"n1350303","1350303","Ector"
"n2410017","2410017","Jasper"
"n3410301","3410301","Moore"
"n1213159","1213159","Denton"
"n1131732","1131732","Dallas"
"n1890203","1890203","Hale"
"n3490109","3490109","Navarro"
"n4391012","4391012","Tarrant"
"n2010737","2010737","Harris"
"n291068","291068","Bexar"
"n1870308","1870308","Guadalupe"
"n2010969","2010969","Harris"
"n310102","310102","Blanco"
"n4530230","4530230","Travis"
"n2010757","2010757","Harris"
"n530008","530008","Burnet"
"n4530345","4530345","Travis"
"n1214178","1214178","Denton"
"n2010800","2010800","Harris"
"n510113","510113","Burleson"
"n4510421","4510421","Tom Green"
"n2010015","2010015","Harris"
"n2490009","2490009","Jim Wells"
"n410040","410040","Brazos"
"n1214220","1214220","Denton"
"n2550003","2550003","Karnes"
"n4391586","4391586","Tarrant"
"n4530170","4530170","Travis"
"n4392058","4392058","Tarrant"
"n1330009","1330009","Eastland"
"n2010694","2010694","Harris"
"n2330011","2330011","Hutchinson"
"n3290207","3290207","Midland"
"n410102","410102","Brazos"
"n1131328","1131328","Dallas"
"n2450055","2450055","Jefferson"
"n1910101","1910101","Hall"
"n4391117","4391117","Tarrant"
"n1132309","1132309","Dallas"
"n570007","570007","Calhoun"
"n1870221","1870221","Guadalupe"
"n1132110","1132110","Dallas"
"n4530386C","4530386C","Travis"
"n1211053","1211053","Denton"
"n610051","610051","Cameron"
"n3390055","3390055","Montgomery"
"n390055","390055","Brazoria"
"n2270045","2270045","Howard"
"n1132025","1132025","Dallas"
"n292012","292012","Bexar"
"n2010926","2010926","Harris"
"n2010632","2010632","Harris"
"n1410022","1410022","El Paso"
"n1213116","1213116","Denton"
"n2010863","2010863","Harris"
"n1830015","1830015","Gregg"
"n4391351","4391351","Tarrant"
"n1391018","1391018","Ellis"
"n3370013","3370013","Montague"
"n4530471","4530471","Travis"
"n390078","390078","Brazoria"
"n1214181","1214181","Denton"
"n1212096","1212096","Denton"
"n2010717","2010717","Harris"
"n291005","291005","Bexar"
"n37008C","37008C","Bowie"
"n4530253","4530253","Travis"
"n2010777","2010777","Harris"
"n4230074","4230074","Smith"
"n150311","150311","Austin"
"n2010675A","2010675A","Harris"
"n270309","270309","Bell"
"n4530173","4530173","Travis"
"n350009","350009","Bosque"
"n1730004","1730004","Glasscock"
"n321001A","321001A","Matagorda"
"n214024","214024","Bastrop"
"n2010820","2010820","Harris"
"n4530120","4530120","Travis"
"n1810204","1810204","Grayson"
"n4530322","4530322","Travis"
"n1213139","1213139","Denton"
"n4391270","4391270","Tarrant"
"n291022","291022","Bexar"
"n1230201","1230201","Dewitt"
"n1131304","1131304","Dallas"
"n3390096","3390096","Montgomery"
"n1870218","1870218","Guadalupe"
"n1050002","1050002","Crockett"
"n2190016","2190016","Hockley"
"n2010949","2010949","Harris"
"n292094","292094","Bexar"
"n1950003","1950003","Hansford"
"n4391739","4391739","Tarrant"
"n610031","610031","Cameron"
"n1370002","1370002","Edwards"
"n3550010","3550010","Nueces"
"n1132417","1132417","Dallas"
"n2450032","2450032","Jefferson"
"n2450075","2450075","Jefferson"
"n291065","291065","Bexar"
"n2010077","2010077","Harris"
"n550204","550204","Caldwell"
"n2010035","2010035","Harris"
"n2011012","2011012","Harris"
"n292032","292032","Bexar"
"n4391424","4391424","Tarrant"
"n5030006","5030006","Young"
"n2510008","2510008","Johnson"
"n3470024","3470024","Nacogdoches"
"n1850012","1850012","Grimes"
"n1410002","1410002","El Paso"
"n231214B","231214B","Hunt"
"n2010906","2010906","Harris"
"n4530446","4530446","Travis"
"n3270005","3270005","Menard"
"n470001","470001","Brooks"
"n3390017","3390017","Montgomery"
"n2230024","2230024","Hopkins"
"n291127","291127","Bexar"
"n4391009","4391009","Tarrant"
"n1214198","1214198","Denton"
"n4510146","4510146","Tom Green"
"n3510019","3510019","Newton"
"n2010883","2010883","Harris"
"n4410207","4410207","Taylor"
"n1131111","1131111","Dallas"
"n4530370","4530370","Travis"
"n410060","410060","Brazos"
"n3390074","3390074","Montgomery"
"n390035","390035","Brazoria"
"n1131729","1131729","Dallas"
"n1211033","1211033","Denton"
"n2450009","2450009","Jefferson"
"n270208","270208","Bell"
"n1131007","1131007","Dallas"
"n1132130","1132130","Dallas"
"n4230022","4230022","Smith"
"n4391641","4391641","Tarrant"
"n2650118","2650118","Kerr"
"n50037","50037","Angelina"
"n1350103","1350103","Ector"
"n1670384","1670384","Galveston"
"n990206","990206","Coryell"
"n410106","410106","Brazos"
"n4530281","4530281","Travis"
"n4690023","4690023","Victoria"
"n1890409","1890409","Hale"
"n3390058","3390058","Montgomery"
"n1214201","1214201","Denton"
"n4391477","4391477","Tarrant"
"n1132107","1132107","Dallas"
"n1131402","1131402","Dallas"
"n2150213","2150213","Hidalgo"
"n4550012","4550012","Trinity"
"n4391346","4391346","Tarrant"
"n1270007","1270007","Dimmit"
"n292009","292009","Bexar"
"n3390020","3390020","Montgomery"
"n2010840","2010840","Harris"
"n270101","270101","Bell"
"n2270037","2270037","Howard"
"n4530202","4530202","Travis"
"n390032","390032","Brazoria"
"n410063","410063","Brazos"
"n2010866","2010866","Harris"
"n2450095","2450095","Jefferson"
"n1410045","1410045","El Paso"
"n130012","130012","Atascosa"
"n291150","291150","Bexar"
"n1810404","1810404","Grayson"
"n4530474","4530474","Travis"
"n3510001","3510001","Newton"
"n1131709","1131709","Dallas"
"n1870127","1870127","Guadalupe"
"n1132085","1132085","Dallas"
"n291108","291108","Bexar"
"n1391041","1391041","Ellis"
"n292052","292052","Bexar"
"n2010992","2010992","Harris"
"n2310216","2310216","Hunt"
"n1830012","1830012","Gregg"
"n2210310","2210310","Hood"
"n1890111","1890111","Hale"
"n4230042","4230042","Smith"
"n1132022","1132022","Dallas"
"n3430101","3430101","Morris"
"n2010886","2010886","Harris"
"n3550030","3550030","Nueces"
"n1132152","1132152","Dallas"
"n1770013","1770013","Gonzales"
"n4590017","4590017","Upshur"
"n4170406B","4170406B","Shackelford"
"n2250016","2250016","Houston"
"n410017","410017","Brazos"
"n4530418","4530418","Travis"
"n4391108","4391108","Tarrant"
"n530011","530011","Burnet"
"n2450052","2450052","Jefferson"
"n1131060","1131060","Dallas"
"n1132520","1132520","Dallas"
"n270312","270312","Bell"
"n3290411","3290411","Midland"
"n2010823","2010823","Harris"
"n1350306","1350306","Ector"
"n4530256","4530256","Travis"
"n292114","292114","Bexar"
"n1670167","1670167","Galveston"
"n1213156","1213156","Denton"
"n4391723","4391723","Tarrant"
"n4330001","4330001","Stonewall"
"n2410014","2410014","Jasper"
"n4530348A","4530348A","Travis"
"n1670436","1670436","Galveston"
"n1990011","1990011","Hardin"
"n291045","291045","Bexar"
"n1131144","1131144","Dallas"
"n2010760","2010760","Harris"
"n1230301","1230301","Dewitt"
"n4391418","4391418","Tarrant"
"n1890105","1890105","Hale"
"n1132019","1132019","Dallas"
"n2010903","2010903","Harris"
"n3470015","3470015","Nacogdoches"
"n2010860","2010860","Harris"
"n4530415","4530415","Travis"
"n2450029","2450029","Jefferson"
"n2450072","2450072","Jefferson"
"n1132082","1132082","Dallas"
"n3390093","3390093","Montgomery"
"n4391576","4391576","Tarrant"
"n291105","291105","Bexar"
"n4530365","4530365","Travis"
"n1930023","1930023","Hamilton"
"n550201","550201","Caldwell"
"n1391038","1391038","Ellis"
"n1132306","1132306","Dallas"
"n293132","293132","Bexar"
"n1330006","1330006","Eastland"
"n292029","292029","Bexar"
"n410099","410099","Brazos"
"n850043","850043","Collin"
"n2890014","2890014","Leon"
"n1133604","1133604","Dallas"
"n4393331","4393331","Tarrant"
"n610008","610008","Cameron"
"n2010263","2010263","Harris"
"n1132127","1132127","Dallas"
"n3670415","3670415","Parker"
"n1430023","1430023","Erath"
"n67020E","67020E","Cass"
"n1350409","1350409","Ector"
"n3490404","3490404","Navarro"
"n2011112","2011112","Harris"
"n4550006","4550006","Trinity"
"n2670002","2670002","Kimble"
"n2010177","2010177","Harris"
"n3550087","3550087","Nueces"
"n3550024","3550024","Nueces"
"n292046","292046","Bexar"
"n475004W","475004W","Ward"
"n1133085","1133085","Dallas"
"n4590012","4590012","Upshur"
"n3570001","3570001","Ochiltree"
"n293003","293003","Bexar"
"n4790231","4790231","Webb"
"n730037","730037","Cherokee"
"n3650020","3650020","Panola"
"n293046","293046","Bexar"
"n467004B","467004B","Van Zandt"
"n4393152","4393152","Tarrant"
"n4690020","4690020","Victoria"
"n610068","610068","Cameron"
"n1410082","1410082","El Paso"
"n4392488","4392488","Tarrant"
"n2592120","2592120","Kendall"
"n4392029","4392029","Tarrant"
"n3610013","3610013","Orange"
"n1490110","1490110","Fayette"
"n2730032","2730032","Kleberg"
"n292131","292131","Bexar"
"n2010306","2010306","Harris"
"n2030013","2030013","Harrison"
"n4392581","4392581","Tarrant"
"n2010114","2010114","Harris"
"n2830003","2830003","La Salle"
"n2010012","2010012","Harris"
"n293069","293069","Bexar"
"n2011049","2011049","Harris"
"n2530001","2530001","Jones"
"n1410145","1410145","El Paso"
"n2090225","2090225","Hays"
"n1410042","1410042","El Paso"
"n2010946","2010946","Harris"
"n292049","292049","Bexar"
"n1132410","1132410","Dallas"
"n2010074","2010074","Harris"
"n4650041","4650041","Val Verde"
"n4590015A","4590015A","Upshur"
"n3550027","3550027","Nueces"
"n292006","292006","Bexar"
"n292091","292091","Bexar"
"n1132149","1132149","Dallas"
"n4550009","4550009","Trinity"
"n2370006","2370006","Jack"
"n2090128","2090128","Hays"
"n1410210","1410210","El Paso"
"n1870124","1870124","Guadalupe"
"n610071","610071","Cameron"
"n1410085","1410085","El Paso"
"n2011095","2011095","Harris"
"n2450049","2450049","Jefferson"
"n2510005","2510005","Johnson"
"n2010032","2010032","Harris"
"n293026","293026","Bexar"
"n1133103","1133103","Dallas"
"n4730208","4730208","Waller"
"n2010200","2010200","Harris"
"n1133022","1133022","Dallas"
"n2650107","2650107","Kerr"
"n3630024","3630024","Palo Pinto"
"n1410128","1410128","El Paso"
"n4391631","4391631","Tarrant"
"n1990008","1990008","Hardin"
"n4630006","4630006","Uvalde"
"n1410039","1410039","El Paso"
"n4392268","4392268","Tarrant"
"n291042","291042","Bexar"
"n2011052","2011052","Harris"
"n3030005","3030005","Lubbock"
"n292174","292174","Bexar"
"n610088","610088","Cameron"
"n1410102","1410102","El Paso"
"n1133800","1133800","Dallas"
"n2010326","2010326","Harris"
"n1391055","1391055","Ellis"
"n1410059","1410059","El Paso"
"n2011006","2011006","Harris"
"n2010220","2010220","Harris"
"n2011069","2011069","Harris"
"n293150","293150","Bexar"
"n1134009","1134009","Dallas"
"n4392419","4392419","Tarrant"
"n2570025","2570025","Kaufman"
"n1133202","1133202","Dallas"
"n4393214","4393214","Tarrant"
"n4393667","4393667","Tarrant"
"n277002E","277002E","Lamar"
"n2510024","2510024","Johnson"
"n291085","291085","Bexar"
"n1133065","1133065","Dallas"
"n4790128","4790128","Webb"
"n550104","550104","Caldwell"
"n4391472","4391472","Tarrant"
"n2010157","2010157","Harris"
"n670001","670001","Cass"
"n2450092","2450092","Jefferson"
"n291147","291147","Bexar"
"n3550044","3550044","Nueces"
"n2010094","2010094","Harris"
"n1131749","1131749","Dallas"
"n293089","293089","Bexar"
"n2870203","2870203","Lee"
"n3550070","3550070","Nueces"
"n4392660","4392660","Tarrant"
"n610025","610025","Cameron"
"n4790407","4790407","Webb"
"n4391257","4391257","Tarrant"
"n2010389","2010389","Harris"
"n277003D","277003D","Lamar"
"n1133088","1133088","Dallas"
"n293006","293006","Bexar"
"n2011158","2011158","Harris"
"n3630002","3630002","Palo Pinto"
"n730043","730043","Cherokee"
"n850247","850247","Collin"
"n390039","390039","Brazoria"
"n4490012","4490012","Titus"
"n317003A","317003A","Martin"
"n4290002","4290002","Stephens"
"n1213143","1213143","Denton"
"n4394572","4394572","Tarrant"
"n4410304","4410304","Taylor"
"n4530124","4530124","Travis"
"n1212080","1212080","Denton"
"n3290103","3290103","Midland"
"n2010596","2010596","Harris"
"n150415","150415","Austin"
"n4391084","4391084","Tarrant"
"n30002","30002","Andrews"
"n37002C","37002C","Bowie"
"n930007","930007","Comanche"
"n1134667","1134667","Dallas"
"n3390024","3390024","Montgomery"
"n490109","490109","Brown"
"n270105","270105","Bell"
"n1070027","1070027","Crosby"
"n1214205A","1214205A","Denton"
"n1131092","1131092","Dallas"
"n1670230","1670230","Galveston"
"n410067","410067","Brazos"
"n2010721","2010721","Harris"
"n291006","291006","Bexar"
"n1610007B","1610007B","Freestone"
"n1870222","1870222","Guadalupe"
"n2010953","2010953","Harris"
"n294215","294215","Bexar"
"n3390080B","3390080B","Montgomery"
"n4530206","4530206","Travis"
"n1134024","1134024","Dallas"
"n1211011","1211011","Denton"
"n1212094","1212094","Denton"
"n1391013","1391013","Ellis"
"n38713-1","38713-1","Red River"
"n4010114","4010114","Rusk"
"n4394711","4394711","Tarrant"
"n4391005","4391005","Tarrant"
"n4530381D","4530381D","Travis"
"n4530272","4530272","Travis"
"n1810309","1810309","Grayson"
"n2010046","2010046","Harris"
"n2010378","2010378","Harris"
"n2010129","2010129","Harris"
"n3010004","3010004","Loving"
"n3610008","3610008","Orange"
"n291122B","291122B","Bexar"
"n293101","293101","Bexar"
"n1132043","1132043","Dallas"
"n1133304","1133304","Dallas"
"n1410060","1410060","El Paso"
"n1470007","1470007","Fannin"
"n3550088","3550088","Nueces"
"n4394478","4394478","Tarrant"
"n4391153","4391153","Tarrant"
"n4392727","4392727","Tarrant"
"n4392556","4392556","Tarrant"
"n4910429","4910429","Williamson"
"n1573047","1573047","Fort Bend"
"n1670429","1670429","Galveston"
"n2010815","2010815","Harris"
"n2010484","2010484","Harris"
"n3030067","3030067","Lubbock"
"n3390015","3390015","Montgomery"
"n450004","450004","Briscoe"
"n850015","850015","Collin"
"n1133922","1133922","Dallas"
"n1211048","1211048","Denton"
"n2010092","2010092","Harris"
"n2010424","2010424","Harris"
"n2150085","2150085","Hidalgo"
"n2310431","2310431","Hunt"
"n4430003","4430003","Terrell"
"n4530436","4530436","Travis"
"n4530343B","4530343B","Travis"
"n4770406","4770406","Washington"
"n1050003","1050003","Crockett"
"n1132147","1132147","Dallas"
"n1410014","1410014","El Paso"
"n1572055","1572055","Fort Bend"
"n1571057","1571057","Fort Bend"
"n1730002","1730002","Glasscock"
"n4870020","4870020","Wilbarger"
"n4970008","4970008","Wise"
"n5010303","5010303","Yoakum"
"n2010732","2010732","Harris"
"n2011064","2011064","Harris"
"n4391339","4391339","Tarrant"
"n4393196","4393196","Tarrant"
"n4570007","4570007","Tyler"
"n4790359","4790359","Webb"
"n291020","291020","Bexar"
"n292106","292106","Bexar"
"n750401","750401","Childress"
"n850218","850218","Collin"
"n1132911","1132911","Dallas"
"n1131727","1131727","Dallas"
"n4910206","4910206","Williamson"
"n2090115","2090115","Hays"
"n2150131","2150131","Hidalgo"
"n3210012","3210012","Matagorda"
"n3390111","3390111","Montgomery"
"n4392180","4392180","Tarrant"
"n4510137","4510137","Tom Green"
"n1410206","1410206","El Paso"
"n1410200","1410200","El Paso"
"n1574039","1574039","Fort Bend"
"n1574072","1574072","Fort Bend"
"n2010630","2010630","Harris"
"n2010878","2010878","Harris"
"n294146","294146","Bexar"
"n610086","610086","Cameron"
"n11320A8","11320A8","Dallas"
"n1134533","1134533","Dallas"
"n1134539","1134539","Dallas"
"n1214196","1214196","Denton"
"n3770007","3770007","Presidio"
