"master_key","cntyvtd","county"
"n2011100","2011100","Harris"
"n2010056","2010056","Harris"
"n2011137","2011137","Harris"
"n2850102","2850102","Lavaca"
"n3390079","3390079","Montgomery"
"n50024","50024","Angelina"
"n291050","291050","Bexar"
"n850088","850088","Collin"
"n970017","970017","Cooke"
"n1133027","1133027","Dallas"
"n1132004","1132004","Dallas"
"n3030029","3030029","Lubbock"
"n325002B","325002B","Medina"
"n4394128","4394128","Tarrant"
"n4392612","4392612","Tarrant"
"n4530101","4530101","Travis"
"n4530421","4530421","Travis"
"n1670333","1670333","Galveston"
"n1870407","1870407","Guadalupe"
"n2010411","2010411","Harris"
"n2010162","2010162","Harris"
"n2450017","2450017","Jefferson"
"n2650202","2650202","Kerr"
"n211006","211006","Bastrop"
"n270113","270113","Bell"
"n270106","270106","Bell"
"n293088","293088","Bexar"
"n850188","850188","Collin"
"n850194","850194","Collin"
"n4393529","4393529","Tarrant"
"n4530304","4530304","Travis"
"n4530293","4530293","Travis"
"n2490008","2490008","Jim Wells"
"n2490014","2490014","Jim Wells"
"n3090059","3090059","Mclennan"
"n3090053B","3090053B","Mclennan"
"n4393336","4393336","Tarrant"
"n4393330","4393330","Tarrant"
"n1132315","1132315","Dallas"
"n1132308","1132308","Dallas"
"n1790002","1790002","Gray"
"n1810101","1810101","Grayson"
"n2010311","2010311","Harris"
"n2010305","2010305","Harris"
"n291093","291093","Bexar"
"n292179","292179","Bexar"
"n610013","610013","Cameron"
"n850045","850045","Collin"
"n11340A2","11340A2","Dallas"
"n1133070","1133070","Dallas"
"n3290306","3290306","Midland"
"n3510003","3510003","Newton"
"n4391206","4391206","Tarrant"
"n4392438","4392438","Tarrant"
"n4530480","4530480","Travis"
"n4790238","4790238","Webb"
"n1490204","1490204","Fayette"
"n1670137","1670137","Galveston"
"n2010702","2010702","Harris"
"n2010454","2010454","Harris"
"n2150201","2150201","Hidalgo"
"n2390008","2390008","Jackson"
"n294173","294173","Bexar"
"n292031","292031","Bexar"
"n650402","650402","Carson"
"n1133603","1133603","Dallas"
"n1131093","1131093","Dallas"
"n1214222","1214222","Denton"
"n3390084","3390084","Montgomery"
"n3910001","3910001","Refugio"
"n4391753","4391753","Tarrant"
"n4410108","4410108","Taylor"
"n4690028","4690028","Victoria"
"n2010554","2010554","Harris"
"n2011094","2011094","Harris"
"n2010603","2010603","Harris"
"n2210408","2210408","Hood"
"n2270016","2270016","Howard"
"n2910006","2910006","Liberty"
"n1310006","1310006","Duval"
"n1573135","1573135","Fort Bend"
"n1572152","1572152","Fort Bend"
"n2010062","2010062","Harris"
"n2011143","2011143","Harris"
"n2010014","2010014","Harris"
"n294162","294162","Bexar"
"n291059","291059","Bexar"
"n293037","293037","Bexar"
"n430005","430005","Brewster"
"n850008","850008","Collin"
"n1450101","1450101","Falls"
"n4690011","4690011","Victoria"
"n4910308","4910308","Williamson"
"n2250006","2250006","Houston"
"n3810230","3810230","Randall"
"n4270006","4270006","Starr"
"n4394155","4394155","Tarrant"
"n4392314","4392314","Tarrant"
"n4530221","4530221","Travis"
"n1670364","1670364","Galveston"
"n2010006","2010006","Harris"
"n2010337","2010337","Harris"
"n2011000","2011000","Harris"
"n2010669","2010669","Harris"
"n2132PSN","2132PSN","Henderson"
"n294139","294139","Bexar"
"n291036","291036","Bexar"
"n293014","293014","Bexar"
"n2011023","2011023","Harris"
"n2010029","2010029","Harris"
"n2010360","2010360","Harris"
"n467002A","467002A","Van Zandt"
"n3550001","3550001","Nueces"
"n3770006","3770006","Presidio"
"n4230059","4230059","Smith"
"n4394097","4394097","Tarrant"
"n4392246","4392246","Tarrant"
"n4530185","4530185","Travis"
"n2010691","2010691","Harris"
"n2150021","2150021","Hidalgo"
"n2270026","2270026","Howard"
"n2570016","2570016","Kaufman"
"n3030058","3030058","Lubbock"
"n323004A","323004A","Maverick"
"n291013","291013","Bexar"
"n850223","850223","Collin"
"n1134608","1134608","Dallas"
"n1133079","1133079","Dallas"
"n1131726","1131726","Dallas"
"n1270001","1270001","Dimmit"
"n1410199","1410199","El Paso"
"n1670150","1670150","Galveston"
"n1930004","1930004","Hamilton"
"n4730102","4730102","Waller"
"n4910402","4910402","Williamson"
"n1134631","1134631","Dallas"
"n1330003","1330003","Eastland"
"n1410220","1410220","El Paso"
"n1670218","1670218","Galveston"
"n1990002","1990002","Hardin"
"n2010646","2010646","Harris"
"n2010977","2010977","Harris"
"n2010314","2010314","Harris"
"n4394245A","4394245A","Tarrant"
"n4530250","4530250","Travis"
"n4690034","4690034","Victoria"
"n4910346","4910346","Williamson"
"n190305","190305","Bandera"
"n292065B","292065B","Bexar"
"n293198","293198","Bexar"
"n390029","390029","Brazoria"
"n850177","850177","Collin"
"n1133033","1133033","Dallas"
"n4530427","4530427","Travis"
"n4530435","4530435","Travis"
"n5070004","5070004","Zavala"
"n2150167","2150167","Hidalgo"
"n2790012","2790012","Lamb"
"n3390071","3390071","Montgomery"
"n3470043","3470043","Nacogdoches"
"n4070001","4070001","San Jacinto"
"n4393286","4393286","Tarrant"
"n1132513","1132513","Dallas"
"n1213133","1213133","Denton"
"n1573096","1573096","Fort Bend"
"n2010168","2010168","Harris"
"n2010174","2010174","Harris"
"n2010837","2010837","Harris"
"n213018","213018","Bastrop"
"n294016","294016","Bexar"
"n390052","390052","Brazoria"
"n610079","610079","Cameron"
"n850200","850200","Collin"
"n850077","850077","Collin"
"n2010151","2010151","Harris"
"n2010814","2010814","Harris"
"n2150144","2150144","Hidalgo"
"n4090113","4090113","San Patricio"
"n4393367","4393367","Tarrant"
"n4530460","4530460","Travis"
"n1133056","1133056","Dallas"
"n1132404","1132404","Dallas"
"n1212110","1212110","Denton"
"n1219203","1219203","Denton"
"n1573046","1573046","Fort Bend"
"n1573029","1573029","Fort Bend"
"n250017","250017","Bee"
"n294039","294039","Bexar"
"n294208","294208","Bexar"
"n292020","292020","Bexar"
"n37004C","37004C","Bowie"
"n631001","631001","Camp"
"n2591030","2591030","Kendall"
"n2890005","2890005","Leon"
"n3390029","3390029","Montgomery"
"n3510010","3510010","Newton"
"n4230036","4230036","Smith"
"n4394044","4394044","Tarrant"
"n850054","850054","Collin"
"n1131720","1131720","Dallas"
"n1132223","1132223","Dallas"
"n1212087","1212087","Denton"
"n2010714","2010714","Harris"
"n2150044","2150044","Hidalgo"
"n294185","294185","Bexar"
"n294062","294062","Bexar"
"n292043","292043","Bexar"
"n291082","291082","Bexar"
"n390006","390006","Brazoria"
"n670016","670016","Cass"
"n4393177","4393177","Tarrant"
"n2630201","2630201","Kent"
"n2850311","2850311","Lavaca"
"n3390049","3390049","Montgomery"
"n3490304","3490304","Navarro"
"n4010405","4010405","Rusk"
"n4230013","4230013","Smith"
"n850154","850154","Collin"
"n850031","850031","Collin"
"n1132140","1132140","Dallas"
"n1134625","1134625","Dallas"
"n1131743","1131743","Dallas"
"n2150190","2150190","Hidalgo"
"n450003","450003","Briscoe"
"n710009","710009","Chambers"
"n850014","850014","Collin"
"n890304","890304","Colorado"
"n1134656","1134656","Dallas"
"n1133921","1133921","Dallas"
"n325004C","325004C","Medina"
"n3550100","3550100","Nueces"
"n3950013","3950013","Robertson"
"n4250004","4250004","Somervell"
"n1211047","1211047","Denton"
"n1350203","1350203","Ector"
"n2090330","2090330","Hays"
"n2250012","2250012","Houston"
"n2550014","2550014","Karnes"
"n2930205","2930205","Limestone"
"n90003","90003","Archer"
"n293020","293020","Bexar"
"n294145","294145","Bexar"
"n291156","291156","Bexar"
"n950205","950205","Concho"
"n1132099","1132099","Dallas"
"n4530194","4530194","Travis"
"n467003C","467003C","Van Zandt"
"n2450086","2450086","Jefferson"
"n3030066","3030066","Lubbock"
"n3390014","3390014","Montgomery"
"n3530004","3530004","Nolan"
"n4391151","4391151","Tarrant"
"n4392726","4392726","Tarrant"
"n1132042","1132042","Dallas"
"n11332T1","11332T1","Dallas"
"n1470006","1470006","Fannin"
"n1670428","1670428","Galveston"
"n2010569","2010569","Harris"
"n2150230","2150230","Hidalgo"
"n1573127A","1573127A","Fort Bend"
"n2010812","2010812","Harris"
"n50025","50025","Angelina"
"n1211039","1211039","Denton"
"n390067","390067","Brazoria"
"n850232","850232","Collin"
"n3390009","3390009","Montgomery"
"n1132008","1132008","Dallas"
"n2150222","2150222","Hidalgo"
"n370030","370030","Bowie"
"n4530403","4530403","Travis"
"n3990001","3990001","Runnels"
"n1211065","1211065","Denton"
"n2450041","2450041","Jefferson"
"n3610022","3610022","Orange"
"n1410134","1410134","El Paso"
"n2011144","2011144","Harris"
"n1133031","1133031","Dallas"
"n2750201","2750201","Knox"
"n1133074","1133074","Dallas"
"n2010209","2010209","Harris"
"n670009","670009","Cass"
"n4690029","4690029","Victoria"
"n2011101","2011101","Harris"
"n3550118","3550118","Nueces"
"n292181B","292181B","Bexar"
"n2010252","2010252","Harris"
"n293035","293035","Bexar"
"n4730417","4730417","Waller"
"n1410091","1410091","El Paso"
"n1133112","1133112","Dallas"
"n790306","790306","Cochran"
"n4610001","4610001","Upton"
"n4392618","4392618","Tarrant"
"n2010166","2010166","Harris"
"n2650303","2650303","Kerr"
"n4391083","4391083","Tarrant"
"n1214184","1214184","Denton"
"n467001D","467001D","Van Zandt"
"n4392450","4392450","Tarrant"
"n2030022","2030022","Harrison"
"n730023","730023","Cherokee"
"n610060","610060","Cameron"
"n2450018","2450018","Jefferson"
"n2010123","2010123","Harris"
"n4530236","4530236","Travis"
"n2450061","2450061","Jefferson"
"n1410031","1410031","El Paso"
"n292080","292080","Bexar"
"n1910402","1910402","Hall"
"n3430303","3430303","Morris"
"n4650013","4650013","Val Verde"
"n2010063","2010063","Harris"
"n2010892","2010892","Harris"
"n1132005","1132005","Dallas"
"n2010001","2010001","Harris"
"n291051","291051","Bexar"
"n2010998","2010998","Harris"
"n1132316","1132316","Dallas"
"n1219101","1219101","Denton"
"n1132116","1132116","Dallas"
"n4530353","4530353","Travis"
"n1132607","1132607","Dallas"
"n1131715","1131715","Dallas"
"n510215","510215","Burleson"
"n2010806","2010806","Harris"
"n410046","410046","Brazos"
"n4391607","4391607","Tarrant"
"n4530425","4530425","Travis"
"n2010935","2010935","Harris"
"n291114","291114","Bexar"
"n610017","610017","Cameron"
"n1132094","1132094","Dallas"
"n1350312","1350312","Ector"
"n1870204","1870204","Guadalupe"
"n2010869","2010869","Harris"
"n1890206","1890206","Hale"
"n1350109","1350109","Ector"
"n4392304","4392304","Tarrant"
"n2410021","2410021","Jasper"
"n3550076","3550076","Nueces"
"n3510007","3510007","Newton"
"n292018","292018","Bexar"
"n2570034","2570034","Kaufman"
"n2310322","2310322","Hunt"
"n3650003","3650003","Panola"
"n530017","530017","Burnet"
"n4530481","4530481","Travis"
"n4391380","4391380","Tarrant"
"n4393040","4393040","Tarrant"
"n2490015","2490015","Jim Wells"
"n1391044","1391044","Ellis"
"n2010995","2010995","Harris"
"n550300","550300","Caldwell"
"n4391749","4391749","Tarrant"
"n3510004","3510004","Newton"
"n1391001","1391001","Ellis"
"n2010952","2010952","Harris"
"n4530422","4530422","Travis"
"n3470032","3470032","Nacogdoches"
"n4710403A","4710403A","Walker"
"n3610002","3610002","Orange"
"n1410028","1410028","El Paso"
"n610014","610014","Cameron"
"n4393364","4393364","Tarrant"
"n2850231","2850231","Lavaca"
"n3390061","3390061","Montgomery"
"n2010826","2010826","Harris"
"n4392225","4392225","Tarrant"
"n2510033","2510033","Johnson"
"n2010272","2010272","Harris"
"n2450038","2450038","Jefferson"
"n1230401","1230401","Dewitt"
"n1133054","1133054","Dallas"
"n4391291","4391291","Tarrant"
"n410109","410109","Brazos"
"n2610003","2610003","Kenedy"
"n1133011","1133011","Dallas"
"n590005","590005","Callahan"
"n1750032","1750032","Goliad"
"n4530490","4530490","Travis"
"n2010021","2010021","Harris"
"n4392360","4392360","Tarrant"
"n2010103","2010103","Harris"
"n1391027","1391027","Ellis"
"n291154C","291154C","Bexar"
"n293015","293015","Bexar"
"n22904NW","22904NW","Hudspeth"
"n4391022","4391022","Tarrant"
"n1132054","1132054","Dallas"
"n2011041","2011041","Harris"
"n4530400","4530400","Travis"
"n4530455","4530455","Travis"
"n3550059","3550059","Nueces"
"n1870109","1870109","Guadalupe"
"n1131408","1131408","Dallas"
"n291136","291136","Bexar"
"n3550016","3550016","Nueces"
"n292038","292038","Bexar"
"n4590004","4590004","Upshur"
"n2250001","2250001","Houston"
"n291094","291094","Bexar"
"n291031","291031","Bexar"
"n1131738","1131738","Dallas"
"n2390009","2390009","Jackson"
"n4391207","4391207","Tarrant"
"n4290001","4290001","Stephens"
"n1131124","1131124","Dallas"
"n2450081","2450081","Jefferson"
"n1970001","1970001","Hardeman"
"n3490301","3490301","Navarro"
"n270214","270214","Bell"
"n4391437","4391437","Tarrant"
"n1132505","1132505","Dallas"
"n292163","292163","Bexar"
"n410066","410066","Brazos"
"n467002B","467002B","Van Zandt"
"n1410011","1410011","El Paso"
"n2010146","2010146","Harris"
"n2510013","2510013","Johnson"
"n4393183","4393183","Tarrant"
"n1132138","1132138","Dallas"
"n2010978","2010978","Harris"
"n2570014","2570014","Kaufman"
"n4391676","4391676","Tarrant"
"n1870408","1870408","Guadalupe"
"n292100","292100","Bexar"
"n4530350","4530350","Travis"
"n3430202","3430202","Morris"
"n1310001","1310001","Duval"
"n2010889","2010889","Harris"
"n291091","291091","Bexar"
"n4530394","4530394","Travis"
"n4530452","4530452","Travis"
"n2010932","2010932","Harris"
"n490105","490105","Brown"
"n1350309","1350309","Ector"
"n2450058","2450058","Jefferson"
"n1132051","1132051","Dallas"
"n3490205","3490205","Navarro"
"n1910301","1910301","Hall"
"n4391491","4391491","Tarrant"
"n3550036","3550036","Nueces"
"n4392307","4392307","Tarrant"
"n2010083","2010083","Harris"
"n1410008","1410008","El Paso"
"n292015","292015","Bexar"
"n3550079","3550079","Nueces"
"n1410051","1410051","El Paso"
"n2010041","2010041","Harris"
"n4392147","4392147","Tarrant"
"n1132113","1132113","Dallas"
"n2011104","2011104","Harris"
"n610080","610080","Cameron"
"n2450101","2450101","Jefferson"
"n410069","410069","Brazos"
"n291074","291074","Bexar"
"n4550019","4550019","Trinity"
"n530014","530014","Burnet"
"n1214164","1214164","Denton"
"n4391376","4391376","Tarrant"
"n2570037","2570037","Kaufman"
"n1132901","1132901","Dallas"
"n2010975","2010975","Harris"
"n1810410","1810410","Grayson"
"n1131159","1131159","Dallas"
"n4530265","4530265","Travis"
"n3390026","3390026","Montgomery"
"n2010743","2010743","Harris"
"n2330041","2330041","Hutchinson"
"n4391133","4391133","Tarrant"
"n270401","270401","Bell"
"n1870227","1870227","Guadalupe"
"n292143","292143","Bexar"
"n1133034","1133034","Dallas"
"n37018A","37018A","Bowie"
"n230004","230004","Baylor"
"n3390063B","3390063B","Montgomery"
"n2010829","2010829","Harris"
"n292058","292058","Bexar"
"n1410157","1410157","El Paso"
"n4610004","4610004","Upton"
"n590002","590002","Callahan"
"n2010189","2010189","Harris"
"n1132202","1132202","Dallas"
"n2550009","2550009","Karnes"
"n2011061","2011061","Harris"
"n4392536","4392536","Tarrant"
"n430003","430003","Brewster"
"n1990017","1990017","Hardin"
"n4690009","4690009","Victoria"
"n610057","610057","Cameron"
"n1410094","1410094","El Paso"
"n1250002","1250002","Dickens"
"n292120","292120","Bexar"
"n1132032","1132032","Dallas"
"n1391024","1391024","Ellis"
"n390061","390061","Brazoria"
"n2010126","2010126","Harris"
"n4590001","4590001","Upshur"
"n3550013","3550013","Nueces"
"n2010060","2010060","Harris"
"n292035","292035","Bexar"
"n1132312","1132312","Dallas"
"n4650012B","4650012B","Val Verde"
"n3550056","3550056","Nueces"
"n2011038","2011038","Harris"
"n1430041","1430041","Erath"
"n292077","292077","Bexar"
"n1132604","1132604","Dallas"
"n2070010","2070010","Haskell"
"n2450078","2450078","Jefferson"
"n4391597","4391597","Tarrant"
"n4790255","4790255","Webb"
"n4530330","4530330","Travis"
"n3670111","3670111","Parker"
"n1410114","1410114","El Paso"
"n2011124","2011124","Harris"
"n610100","610100","Cameron"
"n710004","710004","Chambers"
"n2710003","2710003","Kinney"
"n2010912","2010912","Harris"
"n1132028","1132028","Dallas"
"n1870224","1870224","Guadalupe"
"n2010955","2010955","Harris"
"n3550098","3550098","Nueces"
"n1410071","1410071","El Paso"
"n1132221","1132221","Dallas"
"n1391047","1391047","Ellis"
"n2490012","2490012","Jim Wells"
"n1132133","1132133","Dallas"
"n3390102","3390102","Montgomery"
"n4391801","4391801","Tarrant"
"n410089B","410089B","Brazos"
"n2010786","2010786","Harris"
"n1310004","1310004","Duval"
"n2510036","2510036","Johnson"
"n4391514","4391514","Tarrant"
"n4391679","4391679","Tarrant"
"n4530210","4530210","Travis"
"n3350002","3350002","Mitchell"
"n2010849","2010849","Harris"
"n2010106","2010106","Harris"
"n2450104","2450104","Jefferson"
"n3390082","3390082","Montgomery"
"n291008","291008","Bexar"
"n410026","410026","Brazos"
"n3390043B","3390043B","Montgomery"
"n1212102","1212102","Denton"
"n4530302","4530302","Travis"
"n292061","292061","Bexar"
"n4392229","4392229","Tarrant"
"n1214206","1214206","Denton"
"n490202","490202","Brown"
"n1132508","1132508","Dallas"
"n2011018","2011018","Harris"
"n291071","291071","Bexar"
"n3470041","3470041","Nacogdoches"
"n1131735","1131735","Dallas"
"n291133","291133","Bexar"
"n390041","390041","Brazoria"
"n1391004","1391004","Ellis"
"n610037","610037","Cameron"
"n2011081","2011081","Harris"
"n550303","550303","Caldwell"
"n2010044","2010044","Harris"
"n3530002","3530002","Nolan"
"n4392461","4392461","Tarrant"
"n3290105","3290105","Midland"
"n1410177","1410177","El Paso"
"n2010018","2010018","Harris"
"n4770205","4770205","Washington"
"n4530375","4530375","Travis"
"n2450015","2450015","Jefferson"
"n4570013","4570013","Tyler"
"n3550007","3550007","Nueces"
"n4392217","4392217","Tarrant"
"n2010989","2010989","Harris"
"n2510027","2510027","Johnson"
"n2010054","2010054","Harris"
"n1391021","1391021","Ellis"
"n4392353","4392353","Tarrant"
"n292071","292071","Bexar"
"n2010097","2010097","Harris"
"n1990014","1990014","Hardin"
"n4630012","4630012","Uvalde"
"n1410065","1410065","El Paso"
"n4530449","4530449","Travis"
"n2010929","2010929","Harris"
"n1133005","1133005","Dallas"
"n291130","291130","Bexar"
"n3550092B","3550092B","Nueces"
"n2011032","2011032","Harris"
"n410083","410083","Brazos"
"n2490006","2490006","Jim Wells"
"n2450012","2450012","Jefferson"
"n3390077","3390077","Montgomery"
"n1131752","1131752","Dallas"
"n4530291","4530291","Travis"
"n3390038","3390038","Montgomery"
"n390075","390075","Brazoria"
"n2390003","2390003","Jackson"
